;Data;Sinal de Compra (MACD);Compra_MACD_1;Compra_MACD_2;Compra_MACD_3;Compra_MACD_5;Compra_MACD_7;Compra_MACD_9;Compra_MACD_14;Compra_MACD_21
538;2019-03-26;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
537;2019-03-27;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
536;2019-03-28;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
535;2019-03-29;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
534;2019-04-01;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
533;2019-04-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
532;2019-04-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
531;2019-04-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
530;2019-04-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
529;2019-04-08;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
528;2019-04-09;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
527;2019-04-10;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0
526;2019-04-11;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
525;2019-04-12;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
524;2019-04-15;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
523;2019-04-16;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
522;2019-04-17;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
521;2019-04-18;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
520;2019-04-22;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
519;2019-04-23;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
518;2019-04-24;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
517;2019-04-25;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
516;2019-04-26;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
515;2019-04-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
514;2019-04-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
513;2019-05-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
512;2019-05-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
511;2019-05-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
510;2019-05-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
509;2019-05-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
508;2019-05-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
507;2019-05-10;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
506;2019-05-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
505;2019-05-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
504;2019-05-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
503;2019-05-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
502;2019-05-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
501;2019-05-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
500;2019-05-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
499;2019-05-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
498;2019-05-23;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
497;2019-05-24;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
496;2019-05-27;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
495;2019-05-28;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
494;2019-05-29;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
493;2019-05-30;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
492;2019-05-31;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
491;2019-06-03;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
490;2019-06-04;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
489;2019-06-05;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
488;2019-06-06;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
487;2019-06-07;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
486;2019-06-10;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
485;2019-06-11;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
484;2019-06-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
483;2019-06-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
482;2019-06-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
481;2019-06-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
480;2019-06-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
479;2019-06-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
478;2019-06-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
477;2019-06-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476;2019-06-25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
475;2019-06-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
474;2019-06-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473;2019-06-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
472;2019-07-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
471;2019-07-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470;2019-07-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
469;2019-07-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
468;2019-07-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467;2019-07-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
466;2019-07-10;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
465;2019-07-11;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
464;2019-07-12;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
463;2019-07-15;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
462;2019-07-16;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
461;2019-07-17;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
460;2019-07-18;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
459;2019-07-19;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
458;2019-07-22;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
457;2019-07-23;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
456;2019-07-24;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
455;2019-07-25;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
454;2019-07-26;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
453;2019-07-29;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
452;2019-07-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
451;2019-07-31;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
450;2019-08-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
449;2019-08-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
448;2019-08-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
447;2019-08-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
446;2019-08-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
445;2019-08-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
444;2019-08-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
443;2019-08-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
442;2019-08-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
441;2019-08-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
440;2019-08-15;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
439;2019-08-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
438;2019-08-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
437;2019-08-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
436;2019-08-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
435;2019-08-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
434;2019-08-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
433;2019-08-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
432;2019-08-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
431;2019-08-28;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
430;2019-08-29;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
429;2019-08-30;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
428;2019-09-02;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
427;2019-09-03;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
426;2019-09-04;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
425;2019-09-05;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
424;2019-09-06;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
423;2019-09-09;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
422;2019-09-10;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
421;2019-09-11;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
420;2019-09-12;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
419;2019-09-13;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
418;2019-09-16;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
417;2019-09-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
416;2019-09-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
415;2019-09-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
414;2019-09-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
413;2019-09-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
412;2019-09-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
411;2019-09-25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
410;2019-09-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
409;2019-09-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
408;2019-09-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
407;2019-10-01;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
406;2019-10-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
405;2019-10-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
404;2019-10-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
403;2019-10-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
402;2019-10-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
401;2019-10-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
400;2019-10-10;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
399;2019-10-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
398;2019-10-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
397;2019-10-15;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
396;2019-10-16;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
395;2019-10-17;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
394;2019-10-18;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
393;2019-10-21;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
392;2019-10-22;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
391;2019-10-23;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
390;2019-10-24;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
389;2019-10-25;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
388;2019-10-28;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
387;2019-10-29;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
386;2019-10-30;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
385;2019-10-31;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
384;2019-11-01;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
383;2019-11-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
382;2019-11-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
381;2019-11-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
380;2019-11-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
379;2019-11-08;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
378;2019-11-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
377;2019-11-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
376;2019-11-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
375;2019-11-14;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
374;2019-11-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
373;2019-11-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
372;2019-11-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
371;2019-11-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
370;2019-11-25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
369;2019-11-26;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
368;2019-11-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
367;2019-11-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
366;2019-11-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
365;2019-12-02;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
364;2019-12-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
363;2019-12-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
362;2019-12-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
361;2019-12-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
360;2019-12-09;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
359;2019-12-10;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
358;2019-12-11;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
357;2019-12-12;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
356;2019-12-13;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
355;2019-12-16;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
354;2019-12-17;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
353;2019-12-18;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
352;2019-12-19;1;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0
351;2019-12-20;0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
350;2019-12-23;1;1.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0
349;2019-12-26;0;0.0;1.0;1.0;2.0;2.0;2.0;3.0;3.0
348;2019-12-27;0;0.0;0.0;1.0;2.0;2.0;2.0;3.0;3.0
347;2019-12-30;0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0
346;2020-01-02;0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;3.0
345;2020-01-03;0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0
344;2020-01-06;0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0
343;2020-01-07;0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0
342;2020-01-08;0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0
341;2020-01-09;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0
340;2020-01-10;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0
339;2020-01-13;0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0
338;2020-01-14;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
337;2020-01-15;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0
336;2020-01-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
335;2020-01-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
334;2020-01-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
333;2020-01-21;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
332;2020-01-22;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
331;2020-01-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
330;2020-01-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
329;2020-01-27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
328;2020-01-28;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
327;2020-01-29;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
326;2020-01-30;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
325;2020-01-31;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
324;2020-02-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
323;2020-02-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
322;2020-02-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
321;2020-02-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
320;2020-02-07;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
319;2020-02-10;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
318;2020-02-11;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
317;2020-02-12;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
316;2020-02-13;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
315;2020-02-14;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
314;2020-02-17;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
313;2020-02-18;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
312;2020-02-19;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
311;2020-02-20;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
310;2020-02-21;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
309;2020-02-26;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
308;2020-02-27;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
307;2020-02-28;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
306;2020-03-02;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
305;2020-03-03;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
304;2020-03-04;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
303;2020-03-05;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
302;2020-03-06;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
301;2020-03-09;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
300;2020-03-10;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
299;2020-03-11;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
298;2020-03-12;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
297;2020-03-13;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
296;2020-03-16;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
295;2020-03-17;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
294;2020-03-18;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
293;2020-03-19;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
292;2020-03-20;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
291;2020-03-23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
290;2020-03-24;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
289;2020-03-25;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
288;2020-03-26;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
287;2020-03-27;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
286;2020-03-30;0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
285;2020-03-31;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
284;2020-04-01;0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0
283;2020-04-02;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
282;2020-04-03;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0
